"FL_DATE","AIRLINE_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEP_TIME","DEP_DELAY_NEW","DEP_DEL15","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CANCELLATION_CODE","DIVERTED","AIR_TIME","FLIGHTS","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2017-05-01,21171,"LAX","Los Angeles, CA","CA","IAD","Washington, DC","VA","0919",49.00,1.00,"1716",50.00,1.00,0.00,"",0.00,267.00,1.00,2288.00,0.00,0.00,50.00,0.00,0.00,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","IAD","Washington, DC","VA","2349",0.00,0.00,"0722",0.00,0.00,0.00,"",0.00,253.00,1.00,2288.00,,,,,,
2017-05-01,21171,"SAN","San Diego, CA","CA","SFO","San Francisco, CA","CA","1206",0.00,0.00,"1339",0.00,0.00,0.00,"",0.00,68.00,1.00,447.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","EWR","Newark, NJ","NJ","1611",101.00,1.00,"0050",111.00,1.00,0.00,"",0.00,312.00,1.00,2565.00,0.00,0.00,111.00,0.00,0.00,
2017-05-01,21171,"JFK","New York, NY","NY","SFO","San Francisco, CA","CA","0725",0.00,0.00,"1056",6.00,0.00,0.00,"",0.00,331.00,1.00,2586.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","OGG","Kahului, HI","HI","0949",4.00,0.00,"1214",0.00,0.00,0.00,"",0.00,309.00,1.00,2485.00,,,,,,
2017-05-01,21171,"OGG","Kahului, HI","HI","LAX","Los Angeles, CA","CA","1416",29.00,1.00,"2234",24.00,1.00,0.00,"",0.00,302.00,1.00,2485.00,24.00,0.00,0.00,0.00,0.00,
2017-05-01,21171,"SFO","San Francisco, CA","CA","JFK","New York, NY","NY","0705",5.00,0.00,"1517",0.00,0.00,0.00,"",0.00,288.00,1.00,2586.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","EWR","Newark, NJ","NJ","0643",0.00,0.00,"1450",0.00,0.00,0.00,"",0.00,290.00,1.00,2454.00,,,,,,
2017-05-01,21171,"EWR","Newark, NJ","NJ","LAX","Los Angeles, CA","CA","0828",28.00,1.00,"1112",0.00,0.00,0.00,"",0.00,321.00,1.00,2454.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","EWR","Newark, NJ","NJ","1130",180.00,1.00,"1935",166.00,1.00,0.00,"",0.00,279.00,1.00,2454.00,0.00,0.00,166.00,0.00,0.00,
2017-05-01,21171,"EWR","Newark, NJ","NJ","LAX","Los Angeles, CA","CA","1233",3.00,0.00,"1526",0.00,0.00,0.00,"",0.00,320.00,1.00,2454.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","EWR","Newark, NJ","NJ","1244",0.00,0.00,"2106",6.00,0.00,0.00,"",0.00,291.00,1.00,2454.00,,,,,,
2017-05-01,21171,"EWR","Newark, NJ","NJ","LAX","Los Angeles, CA","CA","1600",0.00,0.00,"1848",0.00,0.00,0.00,"",0.00,326.00,1.00,2454.00,,,,,,
2017-05-01,21171,"EWR","Newark, NJ","NJ","LAX","Los Angeles, CA","CA","2025",146.00,1.00,"2327",133.00,1.00,0.00,"",0.00,324.00,1.00,2454.00,0.00,0.00,0.00,0.00,133.00,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","EWR","Newark, NJ","NJ","2217",1.00,0.00,"0603",0.00,0.00,0.00,"",0.00,266.00,1.00,2454.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","SEA","Seattle, WA","WA","1111",0.00,0.00,"1321",6.00,0.00,0.00,"",0.00,98.00,1.00,679.00,,,,,,
2017-05-01,21171,"SEA","Seattle, WA","WA","SFO","San Francisco, CA","CA","1423",23.00,1.00,"1619",14.00,0.00,0.00,"",0.00,93.00,1.00,679.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","EWR","Newark, NJ","NJ","1037",157.00,1.00,"1908",157.00,1.00,0.00,"",0.00,315.00,1.00,2565.00,0.00,0.00,157.00,0.00,0.00,
2017-05-01,21171,"SFO","San Francisco, CA","CA","EWR","Newark, NJ","NJ","1215",164.00,1.00,"2026",146.00,1.00,0.00,"",0.00,292.00,1.00,2565.00,0.00,0.00,146.00,0.00,0.00,
2017-05-01,21171,"SEA","Seattle, WA","WA","LAX","Los Angeles, CA","CA","0745",2.00,0.00,"1010",0.00,0.00,0.00,"",0.00,124.00,1.00,954.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","EWR","Newark, NJ","NJ","2148",0.00,0.00,"0543",0.00,0.00,0.00,"",0.00,278.00,1.00,2565.00,,,,,,
2017-05-01,21171,"EWR","Newark, NJ","NJ","SFO","San Francisco, CA","CA","0722",0.00,0.00,"1010",0.00,0.00,0.00,"",0.00,328.00,1.00,2565.00,,,,,,
2017-05-01,21171,"EWR","Newark, NJ","NJ","SFO","San Francisco, CA","CA","1056",0.00,0.00,"1407",1.00,0.00,0.00,"",0.00,325.00,1.00,2565.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","LAX","Los Angeles, CA","CA","0820",5.00,0.00,"0944",7.00,0.00,0.00,"",0.00,56.00,1.00,337.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","SFO","San Francisco, CA","CA","",,,"",,,1.00,"C",0.00,,1.00,337.00,,,,,,
2017-05-01,21171,"EWR","Newark, NJ","NJ","SFO","San Francisco, CA","CA","2020",171.00,1.00,"0006",189.00,1.00,0.00,"",0.00,364.00,1.00,2565.00,17.00,0.00,18.00,0.00,154.00,
2017-05-01,21171,"SFO","San Francisco, CA","CA","LAX","Los Angeles, CA","CA","0900",0.00,0.00,"1035",5.00,0.00,0.00,"",0.00,58.00,1.00,337.00,,,,,,
2017-05-01,21171,"EWR","Newark, NJ","NJ","SFO","San Francisco, CA","CA","2114",134.00,1.00,"0036",128.00,1.00,0.00,"",0.00,360.00,1.00,2565.00,0.00,0.00,0.00,0.00,128.00,
2017-05-01,21171,"SFO","San Francisco, CA","CA","DCA","Washington, DC","VA","0800",0.00,0.00,"1625",10.00,0.00,0.00,"",0.00,273.00,1.00,2442.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","ORD","Chicago, IL","IL","0658",0.00,0.00,"1302",0.00,0.00,0.00,"",0.00,222.00,1.00,1846.00,,,,,,
2017-05-01,21171,"ORD","Chicago, IL","IL","SFO","San Francisco, CA","CA","1543",83.00,1.00,"1812",77.00,1.00,0.00,"",0.00,251.00,1.00,1846.00,77.00,0.00,0.00,0.00,0.00,
2017-05-01,21171,"SFO","San Francisco, CA","CA","AUS","Austin, TX","TX","1034",0.00,0.00,"1551",0.00,0.00,0.00,"",0.00,176.00,1.00,1504.00,,,,,,
2017-05-01,21171,"AUS","Austin, TX","TX","SFO","San Francisco, CA","CA","0655",0.00,0.00,"0839",0.00,0.00,0.00,"",0.00,200.00,1.00,1504.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","PDX","Portland, OR","OR","0928",3.00,0.00,"1116",12.00,0.00,0.00,"",0.00,79.00,1.00,550.00,,,,,,
2017-05-01,21171,"AUS","Austin, TX","TX","SFO","San Francisco, CA","CA","1642",0.00,0.00,"1807",0.00,0.00,0.00,"",0.00,195.00,1.00,1504.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","AUS","Austin, TX","TX","1725",10.00,0.00,"2238",0.00,0.00,0.00,"",0.00,177.00,1.00,1504.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","JFK","New York, NY","NY","1154",164.00,1.00,"2103",188.00,1.00,0.00,"",0.00,346.00,1.00,2586.00,0.00,0.00,188.00,0.00,0.00,
2017-05-01,21171,"ORD","Chicago, IL","IL","LAX","Los Angeles, CA","CA","0924",9.00,0.00,"1150",13.00,0.00,0.00,"",0.00,230.00,1.00,1744.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","ORD","Chicago, IL","IL","1044",4.00,0.00,"1638",0.00,0.00,0.00,"",0.00,215.00,1.00,1744.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","ORD","Chicago, IL","IL","1717",0.00,0.00,"2314",0.00,0.00,0.00,"",0.00,215.00,1.00,1744.00,,,,,,
2017-05-01,21171,"JFK","New York, NY","NY","SFO","San Francisco, CA","CA","1046",16.00,1.00,"1342",0.00,0.00,0.00,"",0.00,331.00,1.00,2586.00,,,,,,
2017-05-01,21171,"ORD","Chicago, IL","IL","LAX","Los Angeles, CA","CA","1729",0.00,0.00,"1946",0.00,0.00,0.00,"",0.00,232.00,1.00,1744.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","JFK","New York, NY","NY","1547",127.00,1.00,"0043",135.00,1.00,0.00,"",0.00,334.00,1.00,2586.00,0.00,0.00,135.00,0.00,0.00,
2017-05-01,21171,"JFK","New York, NY","NY","LAS","Las Vegas, NV","NV","0947",17.00,1.00,"1225",15.00,1.00,0.00,"",0.00,297.00,1.00,2248.00,0.00,0.00,0.00,0.00,15.00,
2017-05-01,21171,"LAS","Las Vegas, NV","NV","SFO","San Francisco, CA","CA","1315",15.00,1.00,"1444",14.00,0.00,0.00,"",0.00,66.00,1.00,414.00,,,,,,
2017-05-01,21171,"JFK","New York, NY","NY","SFO","San Francisco, CA","CA","1201",6.00,0.00,"1454",0.00,0.00,0.00,"",0.00,333.00,1.00,2586.00,,,,,,
2017-05-01,21171,"LAS","Las Vegas, NV","NV","JFK","New York, NY","NY","2152",0.00,0.00,"0553",4.00,0.00,0.00,"",0.00,268.00,1.00,2248.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","JFK","New York, NY","NY","1550",40.00,1.00,"0108",81.00,1.00,0.00,"",0.00,354.00,1.00,2586.00,0.00,0.00,81.00,0.00,0.00,
2017-05-01,21171,"JFK","New York, NY","NY","SFO","San Francisco, CA","CA","1630",0.00,0.00,"2028",9.00,0.00,0.00,"",0.00,372.00,1.00,2586.00,,,,,,
2017-05-01,21171,"JFK","New York, NY","NY","SFO","San Francisco, CA","CA","2156",181.00,1.00,"0113",158.00,1.00,0.00,"",0.00,347.00,1.00,2586.00,0.00,0.00,0.00,0.00,158.00,
2017-05-01,21171,"DCA","Washington, DC","VA","SFO","San Francisco, CA","CA","1717",0.00,0.00,"2010",0.00,0.00,0.00,"",0.00,332.00,1.00,2442.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","MCO","Orlando, FL","FL","0920",5.00,0.00,"1704",3.00,0.00,0.00,"",0.00,262.00,1.00,2218.00,,,,,,
2017-05-01,21171,"MCO","Orlando, FL","FL","LAX","Los Angeles, CA","CA","1758",0.00,0.00,"2030",0.00,0.00,0.00,"",0.00,293.00,1.00,2218.00,,,,,,
2017-05-01,21171,"FLL","Fort Lauderdale, FL","FL","LAX","Los Angeles, CA","CA","0812",62.00,1.00,"1101",76.00,1.00,0.00,"",0.00,319.00,1.00,2343.00,0.00,14.00,0.00,0.00,62.00,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","FLL","Fort Lauderdale, FL","FL","1040",30.00,1.00,"1822",17.00,1.00,0.00,"",0.00,268.00,1.00,2343.00,6.00,0.00,0.00,0.00,11.00,
2017-05-01,21171,"FLL","Fort Lauderdale, FL","FL","LAX","Los Angeles, CA","CA","1915",2.00,0.00,"2137",0.00,0.00,0.00,"",0.00,303.00,1.00,2343.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","FLL","Fort Lauderdale, FL","FL","0922",0.00,0.00,"1743",0.00,0.00,0.00,"",0.00,289.00,1.00,2584.00,,,,,,
2017-05-01,21171,"FLL","Fort Lauderdale, FL","FL","SFO","San Francisco, CA","CA","1846",0.00,0.00,"2151",0.00,0.00,0.00,"",0.00,337.00,1.00,2584.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","JFK","New York, NY","NY","2312",0.00,0.00,"0747",0.00,0.00,0.00,"",0.00,315.00,1.00,2586.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","BOS","Boston, MA","MA","0710",40.00,1.00,"1602",49.00,1.00,0.00,"",0.00,326.00,1.00,2704.00,0.00,0.00,49.00,0.00,0.00,
2017-05-01,21171,"BOS","Boston, MA","MA","SFO","San Francisco, CA","CA","0724",0.00,0.00,"1047",0.00,0.00,0.00,"",0.00,347.00,1.00,2704.00,,,,,,
2017-05-01,21171,"SAN","San Diego, CA","CA","SFO","San Francisco, CA","CA","0653",0.00,0.00,"0818",0.00,0.00,0.00,"",0.00,65.00,1.00,447.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","BOS","Boston, MA","MA","1030",60.00,1.00,"1923",63.00,1.00,0.00,"",0.00,335.00,1.00,2704.00,0.00,0.00,63.00,0.00,0.00,
2017-05-01,21171,"BOS","Boston, MA","MA","SFO","San Francisco, CA","CA","1658",48.00,1.00,"2044",53.00,1.00,0.00,"",0.00,371.00,1.00,2704.00,1.00,0.00,5.00,0.00,47.00,
2017-05-01,21171,"BOS","Boston, MA","MA","SFO","San Francisco, CA","CA","2029",74.00,1.00,"2348",46.00,1.00,0.00,"",0.00,360.00,1.00,2704.00,14.00,0.00,0.00,0.00,32.00,
2017-05-01,21171,"SFO","San Francisco, CA","CA","BOS","Boston, MA","MA","2135",10.00,0.00,"0600",0.00,0.00,0.00,"",0.00,300.00,1.00,2704.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","BOS","Boston, MA","MA","0909",54.00,1.00,"1729",39.00,1.00,0.00,"",0.00,302.00,1.00,2611.00,0.00,0.00,39.00,0.00,0.00,
2017-05-01,21171,"BOS","Boston, MA","MA","LAX","Los Angeles, CA","CA","0917",12.00,0.00,"1221",0.00,0.00,0.00,"",0.00,337.00,1.00,2611.00,,,,,,
2017-05-01,21171,"BOS","Boston, MA","MA","LAX","Los Angeles, CA","CA","1123",0.00,0.00,"1432",0.00,0.00,0.00,"",0.00,336.00,1.00,2611.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","BOS","Boston, MA","MA","1354",29.00,1.00,"2259",67.00,1.00,0.00,"",0.00,343.00,1.00,2611.00,0.00,0.00,67.00,0.00,0.00,
2017-05-01,21171,"BOS","Boston, MA","MA","LAX","Los Angeles, CA","CA","1901",64.00,1.00,"2216",46.00,1.00,0.00,"",0.00,358.00,1.00,2611.00,26.00,0.00,0.00,0.00,20.00,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","BOS","Boston, MA","MA","2320",0.00,0.00,"0727",0.00,0.00,0.00,"",0.00,284.00,1.00,2611.00,,,,,,
2017-05-01,21171,"JFK","New York, NY","NY","LAX","Los Angeles, CA","CA","0701",1.00,0.00,"1027",28.00,1.00,0.00,"",0.00,318.00,1.00,2475.00,0.00,0.00,28.00,0.00,0.00,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","JFK","New York, NY","NY","0723",0.00,0.00,"1535",0.00,0.00,0.00,"",0.00,290.00,1.00,2475.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","JFK","New York, NY","NY","1433",213.00,1.00,"2249",200.00,1.00,0.00,"",0.00,294.00,1.00,2475.00,0.00,0.00,200.00,0.00,0.00,
2017-05-01,21171,"JFK","New York, NY","NY","LAX","Los Angeles, CA","CA","1004",59.00,1.00,"1309",51.00,1.00,0.00,"",0.00,326.00,1.00,2475.00,0.00,0.00,51.00,0.00,0.00,
2017-05-01,21171,"JFK","New York, NY","NY","LAX","Los Angeles, CA","CA","1211",41.00,1.00,"1512",37.00,1.00,0.00,"",0.00,316.00,1.00,2475.00,0.00,0.00,37.00,0.00,0.00,
2017-05-01,21171,"JFK","New York, NY","NY","LAX","Los Angeles, CA","CA","1308",8.00,0.00,"1602",0.00,0.00,0.00,"",0.00,323.00,1.00,2475.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","JFK","New York, NY","NY","1602",147.00,1.00,"0047",163.00,1.00,0.00,"",0.00,316.00,1.00,2475.00,0.00,0.00,163.00,0.00,0.00,
2017-05-01,21171,"JFK","New York, NY","NY","LAX","Los Angeles, CA","CA","1653",0.00,0.00,"1958",0.00,0.00,0.00,"",0.00,334.00,1.00,2475.00,,,,,,
2017-05-01,21171,"JFK","New York, NY","NY","LAX","Los Angeles, CA","CA","2351",206.00,1.00,"0249",181.00,1.00,0.00,"",0.00,333.00,1.00,2475.00,6.00,0.00,0.00,0.00,175.00,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","JFK","New York, NY","NY","1635",60.00,1.00,"0112",75.00,1.00,0.00,"",0.00,316.00,1.00,2475.00,0.00,0.00,75.00,0.00,0.00,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","JFK","New York, NY","NY","2124",0.00,0.00,"0534",0.00,0.00,0.00,"",0.00,292.00,1.00,2475.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","JFK","New York, NY","NY","2304",0.00,0.00,"0736",6.00,0.00,0.00,"",0.00,293.00,1.00,2475.00,,,,,,
2017-05-01,21171,"LAS","Las Vegas, NV","NV","LAX","Los Angeles, CA","CA","0823",23.00,1.00,"0944",31.00,1.00,0.00,"",0.00,45.00,1.00,236.00,0.00,0.00,31.00,0.00,0.00,
2017-05-01,21171,"LAS","Las Vegas, NV","NV","LAX","Los Angeles, CA","CA","1455",0.00,0.00,"1621",14.00,0.00,0.00,"",0.00,43.00,1.00,236.00,,,,,,
2017-05-01,21171,"LAS","Las Vegas, NV","NV","SFO","San Francisco, CA","CA","1757",122.00,1.00,"1935",134.00,1.00,0.00,"",0.00,65.00,1.00,414.00,0.00,0.00,12.00,0.00,122.00,
2017-05-01,21171,"SFO","San Francisco, CA","CA","OGG","Kahului, HI","HI","1835",0.00,0.00,"2040",0.00,0.00,0.00,"",0.00,283.00,1.00,2338.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","LAS","Las Vegas, NV","NV","1728",8.00,0.00,"1846",21.00,1.00,0.00,"",0.00,40.00,1.00,236.00,8.00,0.00,13.00,0.00,0.00,
2017-05-01,21171,"LAS","Las Vegas, NV","NV","LAX","Los Angeles, CA","CA","2044",0.00,0.00,"2206",0.00,0.00,0.00,"",0.00,41.00,1.00,236.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","LAS","Las Vegas, NV","NV","1255",0.00,0.00,"1405",0.00,0.00,0.00,"",0.00,40.00,1.00,236.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","LAS","Las Vegas, NV","NV","1604",29.00,1.00,"1712",30.00,1.00,0.00,"",0.00,42.00,1.00,236.00,0.00,0.00,1.00,0.00,29.00,
2017-05-01,21171,"OGG","Kahului, HI","HI","SFO","San Francisco, CA","CA","2201",0.00,0.00,"0550",0.00,0.00,0.00,"",0.00,277.00,1.00,2338.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","LAS","Las Vegas, NV","NV","2036",56.00,1.00,"2138",53.00,1.00,0.00,"",0.00,39.00,1.00,236.00,0.00,0.00,0.00,0.00,53.00,
2017-05-01,21171,"LAS","Las Vegas, NV","NV","LAX","Los Angeles, CA","CA","1835",65.00,1.00,"1951",58.00,1.00,0.00,"",0.00,44.00,1.00,236.00,31.00,0.00,0.00,0.00,27.00,
2017-05-01,21171,"HNL","Honolulu, HI","HI","SFO","San Francisco, CA","CA","1345",115.00,1.00,"2155",108.00,1.00,0.00,"",0.00,287.00,1.00,2398.00,0.00,0.00,0.00,0.00,108.00,
2017-05-01,21171,"SFO","San Francisco, CA","CA","HNL","Honolulu, HI","HI","1040",145.00,1.00,"1252",122.00,1.00,0.00,"",0.00,291.00,1.00,2398.00,122.00,0.00,0.00,0.00,0.00,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","HNL","Honolulu, HI","HI","1049",0.00,0.00,"1315",0.00,0.00,0.00,"",0.00,312.00,1.00,2556.00,,,,,,
2017-05-01,21171,"PSP","Palm Springs, CA","CA","SFO","San Francisco, CA","CA","1627",0.00,0.00,"1754",0.00,0.00,0.00,"",0.00,66.00,1.00,421.00,,,,,,
2017-05-01,21171,"HNL","Honolulu, HI","HI","LAX","Los Angeles, CA","CA","1439",0.00,0.00,"2315",0.00,0.00,0.00,"",0.00,318.00,1.00,2556.00,,,,,,
2017-05-01,21171,"IAD","Washington, DC","VA","SFO","San Francisco, CA","CA","0715",0.00,0.00,"0949",0.00,0.00,0.00,"",0.00,316.00,1.00,2419.00,,,,,,
2017-05-01,21171,"IAD","Washington, DC","VA","SFO","San Francisco, CA","CA","1017",12.00,0.00,"1243",0.00,0.00,0.00,"",0.00,309.00,1.00,2419.00,,,,,,
2017-05-01,21171,"DAL","Dallas, TX","TX","LGA","New York, NY","NY","1353",80.00,1.00,"1812",77.00,1.00,0.00,"",0.00,181.00,1.00,1381.00,0.00,0.00,77.00,0.00,0.00,
2017-05-01,21171,"SFO","San Francisco, CA","CA","DAL","Dallas, TX","TX","0620",0.00,0.00,"1147",0.00,0.00,0.00,"",0.00,178.00,1.00,1476.00,,,,,,
2017-05-01,21171,"DAL","Dallas, TX","TX","SFO","San Francisco, CA","CA","0751",0.00,0.00,"0941",0.00,0.00,0.00,"",0.00,210.00,1.00,1476.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","DAL","Dallas, TX","TX","1249",9.00,0.00,"1802",0.00,0.00,0.00,"",0.00,171.00,1.00,1476.00,,,,,,
2017-05-01,21171,"DAL","Dallas, TX","TX","SFO","San Francisco, CA","CA","1237",0.00,0.00,"1431",0.00,0.00,0.00,"",0.00,205.00,1.00,1476.00,,,,,,
2017-05-01,21171,"DAL","Dallas, TX","TX","SFO","San Francisco, CA","CA","1851",0.00,0.00,"2038",0.00,0.00,0.00,"",0.00,207.00,1.00,1476.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","DAL","Dallas, TX","TX","1742",17.00,1.00,"2259",9.00,0.00,0.00,"",0.00,176.00,1.00,1476.00,,,,,,
2017-05-01,21171,"DAL","Dallas, TX","TX","DCA","Washington, DC","VA","0651",0.00,0.00,"1028",0.00,0.00,0.00,"",0.00,141.00,1.00,1184.00,,,,,,
2017-05-01,21171,"DAL","Dallas, TX","TX","LAS","Las Vegas, NV","NV","1028",0.00,0.00,"1112",0.00,0.00,0.00,"",0.00,151.00,1.00,1067.00,,,,,,
2017-05-01,21171,"DCA","Washington, DC","VA","DAL","Dallas, TX","TX","0724",0.00,0.00,"0940",0.00,0.00,0.00,"",0.00,177.00,1.00,1184.00,,,,,,
2017-05-01,21171,"DCA","Washington, DC","VA","DAL","Dallas, TX","TX","2012",87.00,1.00,"2238",87.00,1.00,0.00,"",0.00,178.00,1.00,1184.00,0.00,0.00,0.00,0.00,87.00,
2017-05-01,21171,"SFO","San Francisco, CA","CA","SEA","Seattle, WA","WA","0705",0.00,0.00,"0918",14.00,0.00,0.00,"",0.00,108.00,1.00,679.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","SEA","Seattle, WA","WA","1422",12.00,0.00,"1640",31.00,1.00,0.00,"",0.00,109.00,1.00,679.00,12.00,0.00,19.00,0.00,0.00,
2017-05-01,21171,"SFO","San Francisco, CA","CA","SEA","Seattle, WA","WA","1748",53.00,1.00,"1957",63.00,1.00,0.00,"",0.00,106.00,1.00,679.00,0.00,0.00,10.00,0.00,53.00,
2017-05-01,21171,"SEA","Seattle, WA","WA","SFO","San Francisco, CA","CA","0658",0.00,0.00,"0910",0.00,0.00,0.00,"",0.00,97.00,1.00,679.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","SEA","Seattle, WA","WA","2045",0.00,0.00,"2246",6.00,0.00,0.00,"",0.00,103.00,1.00,679.00,,,,,,
2017-05-01,21171,"SEA","Seattle, WA","WA","SFO","San Francisco, CA","CA","1000",10.00,0.00,"1158",5.00,0.00,0.00,"",0.00,95.00,1.00,679.00,,,,,,
2017-05-01,21171,"SEA","Seattle, WA","WA","SFO","San Francisco, CA","CA","1721",21.00,1.00,"1907",2.00,0.00,0.00,"",0.00,91.00,1.00,679.00,,,,,,
2017-05-01,21171,"SEA","Seattle, WA","WA","SFO","San Francisco, CA","CA","2037",62.00,1.00,"2231",56.00,1.00,0.00,"",0.00,90.00,1.00,679.00,0.00,0.00,0.00,0.00,56.00,
2017-05-01,21171,"DAL","Dallas, TX","TX","LGA","New York, NY","NY","0644",0.00,0.00,"1113",1.00,0.00,0.00,"",0.00,153.00,1.00,1381.00,,,,,,
2017-05-01,21171,"LGA","New York, NY","NY","DAL","Dallas, TX","TX","0650",0.00,0.00,"0936",0.00,0.00,0.00,"",0.00,208.00,1.00,1381.00,,,,,,
2017-05-01,21171,"DAL","Dallas, TX","TX","LGA","New York, NY","NY","1943",208.00,1.00,"2351",196.00,1.00,0.00,"",0.00,165.00,1.00,1381.00,0.00,0.00,196.00,0.00,0.00,
2017-05-01,21171,"LGA","New York, NY","NY","DAL","Dallas, TX","TX","1910",85.00,1.00,"2212",79.00,1.00,0.00,"",0.00,209.00,1.00,1381.00,0.00,0.00,0.00,0.00,79.00,
2017-05-01,21171,"LGA","New York, NY","NY","DAL","Dallas, TX","TX","1154",0.00,0.00,"1457",0.00,0.00,0.00,"",0.00,210.00,1.00,1381.00,,,,,,
2017-05-01,21171,"IAD","Washington, DC","VA","SFO","San Francisco, CA","CA","1916",21.00,1.00,"2205",12.00,0.00,0.00,"",0.00,326.00,1.00,2419.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","SEA","Seattle, WA","WA","0726",0.00,0.00,"1006",0.00,0.00,0.00,"",0.00,135.00,1.00,954.00,,,,,,
2017-05-01,21171,"SEA","Seattle, WA","WA","LAX","Los Angeles, CA","CA","1119",19.00,1.00,"1358",26.00,1.00,0.00,"",0.00,125.00,1.00,954.00,0.00,0.00,26.00,0.00,0.00,
2017-05-01,21171,"LAS","Las Vegas, NV","NV","DAL","Dallas, TX","TX","1210",0.00,0.00,"1642",0.00,0.00,0.00,"",0.00,130.00,1.00,1067.00,,,,,,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","SEA","Seattle, WA","WA","1444",19.00,1.00,"1721",24.00,1.00,0.00,"",0.00,141.00,1.00,954.00,0.00,0.00,5.00,0.00,19.00,
2017-05-01,21171,"LAX","Los Angeles, CA","CA","SEA","Seattle, WA","WA","1800",0.00,0.00,"2056",14.00,0.00,0.00,"",0.00,151.00,1.00,954.00,,,,,,
2017-05-01,21171,"SEA","Seattle, WA","WA","LAX","Los Angeles, CA","CA","1807",24.00,1.00,"2031",17.00,1.00,0.00,"",0.00,120.00,1.00,954.00,0.00,0.00,0.00,0.00,17.00,
2017-05-01,21171,"PDX","Portland, OR","OR","SFO","San Francisco, CA","CA","1201",6.00,0.00,"1332",0.00,0.00,0.00,"",0.00,77.00,1.00,550.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","PSP","Palm Springs, CA","CA","1421",0.00,0.00,"1536",0.00,0.00,0.00,"",0.00,62.00,1.00,421.00,,,,,,
2017-05-01,21171,"PDX","Portland, OR","OR","SFO","San Francisco, CA","CA","0613",0.00,0.00,"0749",0.00,0.00,0.00,"",0.00,81.00,1.00,550.00,,,,,,
2017-05-01,21171,"SFO","San Francisco, CA","CA","PDX","Portland, OR","OR","2140",55.00,1.00,"2328",68.00,1.00,0.00,"",0.00,83.00,1.00,550.00,0.00,0.00,13.00,0.00,55.00,
